ID,Modulo,"Requerimiento funcional","Escenario de prueba",Precondiciones,"Pasos ejecutados","Resultado esperado","Resultado obtenido",Estatus
F-108,RFQ,"Vista interna de RFQ","Detalle por RFQ","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Vista interna de RFQ habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Vista interna de RFQ -> Ejecutar el escenario detalle por RFQ -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: detalle por RFQ.","Pendiente de ejecucion.",
F-108,RFQ,"Vista interna de RFQ","Restricciones por actor","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Vista interna de RFQ habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Vista interna de RFQ -> Ejecutar el escenario restricciones por actor -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: restricciones por actor.","Pendiente de ejecucion.",
F-108,RFQ,"Vista interna de RFQ","No acceso a RFQ ajena","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Vista interna de RFQ habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Vista interna de RFQ -> Ejecutar el escenario no acceso a RFQ ajena -> Validar respuesta del sistema y evidencia generada","El sistema impide el acceso o la accion no autorizada y mantiene protegido el recurso.","Pendiente de ejecucion.",
F-109,RFQ,"Cancelacion de RFQ","Cancelar RFQ","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Cancelacion de RFQ habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo RFQ -> Abrir el flujo Cancelacion de RFQ -> Ejecutar el escenario cancelar RFQ -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: cancelar RFQ.","Pendiente de ejecucion.",
F-109,RFQ,"Cancelacion de RFQ","Notificar supplier y requester","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Cancelacion de RFQ habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo RFQ -> Abrir el flujo Cancelacion de RFQ -> Ejecutar el escenario notificar supplier y requester -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: notificar supplier y requester.","Pendiente de ejecucion.",
F-109,RFQ,"Cancelacion de RFQ","No cancelar estados cerrados","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Cancelacion de RFQ habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo RFQ -> Abrir el flujo Cancelacion de RFQ -> Ejecutar el escenario no cancelar estados cerrados -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: no cancelar estados cerrados.","Pendiente de ejecucion.",
F-110,RFQ,"Portal proveedor - visualizar RFQ","Supplier abre solo su RFQ","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Portal proveedor - visualizar RFQ habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Portal proveedor - visualizar RFQ -> Ejecutar el escenario supplier abre solo su RFQ -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: supplier abre solo su RFQ.","Pendiente de ejecucion.",
F-110,RFQ,"Portal proveedor - visualizar RFQ","No abre RFQ ajena","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Portal proveedor - visualizar RFQ habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Portal proveedor - visualizar RFQ -> Ejecutar el escenario no abre RFQ ajena -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: no abre RFQ ajena.","Pendiente de ejecucion.",
F-110,RFQ,"Portal proveedor - visualizar RFQ","Datos de partidas y adjuntos correctos","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Portal proveedor - visualizar RFQ habilitado; nivel de prueba UI + Feature HTTP disponible; datos semilla cargados.","Ingresar al modulo RFQ -> Abrir el flujo Portal proveedor - visualizar RFQ -> Ejecutar el escenario datos de partidas y adjuntos correctos -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: datos de partidas y adjuntos correctos.","Pendiente de ejecucion.",
F-111,RFQ,"Portal proveedor - guardar cotizacion","Guardar draft","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Portal proveedor - guardar cotizacion habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Portal proveedor - guardar cotizacion -> Ejecutar el escenario guardar draft -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: guardar draft.","Pendiente de ejecucion.",
F-111,RFQ,"Portal proveedor - guardar cotizacion","Actualizar propuesta","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Portal proveedor - guardar cotizacion habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Portal proveedor - guardar cotizacion -> Ejecutar el escenario actualizar propuesta -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: actualizar propuesta.","Pendiente de ejecucion.",
F-111,RFQ,"Portal proveedor - guardar cotizacion","Adjuntar archivo","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Portal proveedor - guardar cotizacion habilitado; nivel de prueba UI + Feature HTTP disponible; archivo(s) de prueba disponible(s).","Ingresar al modulo RFQ -> Abrir el flujo Portal proveedor - guardar cotizacion -> Ejecutar el escenario adjuntar archivo -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: adjuntar archivo.","Pendiente de ejecucion.",
F-111,RFQ,"Portal proveedor - guardar cotizacion","Validaciones de precio/plazo","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Portal proveedor - guardar cotizacion habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Portal proveedor - guardar cotizacion -> Ejecutar el escenario validaciones de precio/plazo -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: validaciones de precio/plazo.","Pendiente de ejecucion.",
F-111,RFQ,"Portal proveedor - guardar cotizacion","Respuesta final","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Portal proveedor - guardar cotizacion habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Portal proveedor - guardar cotizacion -> Ejecutar el escenario respuesta final -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: respuesta final.","Pendiente de ejecucion.",
F-112,RFQ,"Portal proveedor - historial y borrado draft","Historial de cotizaciones","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Portal proveedor - historial y borrado draft habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Portal proveedor - historial y borrado draft -> Ejecutar el escenario historial de cotizaciones -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: historial de cotizaciones.","Pendiente de ejecucion.",
F-112,RFQ,"Portal proveedor - historial y borrado draft","Descarga de attachment","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Portal proveedor - historial y borrado draft habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Portal proveedor - historial y borrado draft -> Ejecutar el escenario descarga de attachment -> Validar respuesta del sistema y evidencia generada","La descarga se genera correctamente y el archivo resultante es utilizable.","Pendiente de ejecucion.",
F-112,RFQ,"Portal proveedor - historial y borrado draft","Delete draft solo del owner y solo si aplica","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Portal proveedor - historial y borrado draft habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Portal proveedor - historial y borrado draft -> Ejecutar el escenario delete draft solo del owner y solo si aplica -> Validar respuesta del sistema y evidencia generada","La eliminacion se ejecuta conforme a las restricciones del negocio y sin afectar informacion no relacionada.","Pendiente de ejecucion.",
F-113,RFQ,"Comparador de cotizaciones","Pantalla de comparacion","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Comparador de cotizaciones habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Comparador de cotizaciones -> Ejecutar el escenario pantalla de comparacion -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: pantalla de comparacion.","Pendiente de ejecucion.",
F-113,RFQ,"Comparador de cotizaciones","Criterios de seleccion","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Comparador de cotizaciones habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Comparador de cotizaciones -> Ejecutar el escenario criterios de seleccion -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: criterios de seleccion.","Pendiente de ejecucion.",
F-113,RFQ,"Comparador de cotizaciones","Sin respuestas","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Comparador de cotizaciones habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Comparador de cotizaciones -> Ejecutar el escenario sin respuestas -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: sin respuestas.","Pendiente de ejecucion.",
F-113,RFQ,"Comparador de cotizaciones","Multiples grupos/proveedores","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Comparador de cotizaciones habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Comparador de cotizaciones -> Ejecutar el escenario multiples grupos/proveedores -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: multiples grupos/proveedores.","Pendiente de ejecucion.",
F-114,RFQ,"Seleccion de ganador","Seleccionar ganador","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Seleccion de ganador habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo RFQ -> Abrir el flujo Seleccion de ganador -> Ejecutar el escenario seleccionar ganador -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: seleccionar ganador.","Pendiente de ejecucion.",
F-114,RFQ,"Seleccion de ganador","Actualizar estados","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Seleccion de ganador habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo RFQ -> Abrir el flujo Seleccion de ganador -> Ejecutar el escenario actualizar estados -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: actualizar estados.","Pendiente de ejecucion.",
F-114,RFQ,"Seleccion de ganador","Generar resumen o siguiente etapa","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Seleccion de ganador habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo RFQ -> Abrir el flujo Seleccion de ganador -> Ejecutar el escenario generar resumen o siguiente etapa -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: generar resumen o siguiente etapa.","Pendiente de ejecucion.",
F-114,RFQ,"Seleccion de ganador","No seleccionar supplier no respondio","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Seleccion de ganador habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo RFQ -> Abrir el flujo Seleccion de ganador -> Ejecutar el escenario no seleccionar supplier no respondio -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: no seleccionar supplier no respondio.","Pendiente de ejecucion.",
